company name,company ticker,company location,benefit category,benefit
starbucks,SBUX,United States,"Insurance, Health, & Wellness",Gym On-Site $300
starbucks,SBUX,United States,"Insurance, Health, & Wellness",Maternity Leave
starbucks,SBUX,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
starbucks,SBUX,United States,"Insurance, Health, & Wellness",Sick Time
starbucks,SBUX,United States,"Insurance, Health, & Wellness",Sabbatical
starbucks,SBUX,United States,"Insurance, Health, & Wellness",Vision Insurance
starbucks,SBUX,United States,Home,Adoption Assistance
starbucks,SBUX,United States,Home,Fertility Assistance
starbucks,SBUX,United States,Home,Immigration Assistance
starbucks,SBUX,United States,Home,Remote Work
starbucks,SBUX,United States,Home,Military Leave
starbucks,SBUX,United States,Financial & Retirement,"401k $6,000"
starbucks,SBUX,United States,Financial & Retirement,Flexible Spending Account (FSA)
starbucks,SBUX,United States,Financial & Retirement,Roth 401k
starbucks,SBUX,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
starbucks,SBUX,United States,Perks & Discounts,Tuition Reimbursement
starbucks,SBUX,United States,Perks & Discounts,Employee Discount
starbucks,SBUX,United States,Perks & Discounts,Learning and Development
starbucks,SBUX,United States,Transportation,Regional transit system
starbucks,SBUX,United States,Transportation,Transport allowance
starbucks,SBUX,United States,Other,Donation Match
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Dental Insurance
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Employee Assistance Program
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Gender Neutral Bathrooms
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Gym Discount
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Health Insurance
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Life Insurance
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",On-Site Clinic
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",On-Site Mother's Room
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Paternity Leave
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Sabbatical
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Vision Insurance
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Custom Work Station
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness","Free Breakfast $2,600"
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Free Drinks $365
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Gym On-Site $300
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Health Savings Account (HSA)
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Maternity Leave
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",On-Site Fitness Classes
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
thomson reuters,TRI,Canada,"Insurance, Health, & Wellness",Sick Time
thomson reuters,TRI,Canada,Home,Adoption Assistance
thomson reuters,TRI,Canada,Home,Business Travel Insurance
thomson reuters,TRI,Canada,Home,Immigration Assistance
thomson reuters,TRI,Canada,Home,On-Site Car Wash / Detailing
thomson reuters,TRI,Canada,Home,On-Site Laundry
thomson reuters,TRI,Canada,Home,Phone Bill Reimbursement
thomson reuters,TRI,Canada,Home,Bereavement Leave
thomson reuters,TRI,Canada,Home,Company Phones
thomson reuters,TRI,Canada,Home,Housing Stipend
thomson reuters,TRI,Canada,Home,Military Leave
thomson reuters,TRI,Canada,Home,On-Site Employee Mall
thomson reuters,TRI,Canada,Home,On-Site Tire Replacement
thomson reuters,TRI,Canada,Home,Relocation Bonus
thomson reuters,TRI,Canada,Home,Remote Work
thomson reuters,TRI,Canada,Home,Fertility Assistance
thomson reuters,TRI,Canada,Financial & Retirement,Flexible Spending Account (FSA)
thomson reuters,TRI,Canada,Financial & Retirement,Roth 401k
thomson reuters,TRI,Canada,Financial & Retirement,Mega Backdoor Roth
thomson reuters,TRI,Canada,Financial & Retirement,Student Loan Repayment Plan
thomson reuters,TRI,Canada,Financial & Retirement,Employee Stock Purchase Program (ESPP)
thomson reuters,TRI,Canada,Financial & Retirement,"401k $6,000"
thomson reuters,TRI,Canada,Perks & Discounts,Employee Credit
thomson reuters,TRI,Canada,Perks & Discounts,Learning and Development
thomson reuters,TRI,Canada,Perks & Discounts,Tuition Reimbursement
thomson reuters,TRI,Canada,Other,Donation Match
thomson reuters,TRI,Canada,Other,Volunteer Time Off
intel,INTC,United States,Unique To Intel,An Extra Vacation Boost
intel,INTC,United States,Unique To Intel,Free HDCP
intel,INTC,United States,"Insurance, Health, & Wellness",Gym On-Site $300
intel,INTC,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
intel,INTC,United States,"Insurance, Health, & Wellness",On-Site Fitness Classes
intel,INTC,United States,"Insurance, Health, & Wellness",On-Site Mother's Room
intel,INTC,United States,"Insurance, Health, & Wellness",Dental Insurance
intel,INTC,United States,"Insurance, Health, & Wellness",Free Drinks $365
intel,INTC,United States,"Insurance, Health, & Wellness",On-Site Clinic
intel,INTC,United States,"Insurance, Health, & Wellness",Gender Neutral Bathrooms
intel,INTC,United States,"Insurance, Health, & Wellness",Vision Insurance
intel,INTC,United States,"Insurance, Health, & Wellness",Paternity Leave
intel,INTC,United States,"Insurance, Health, & Wellness",Sick Time
intel,INTC,United States,"Insurance, Health, & Wellness",Maternity Leave
intel,INTC,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
intel,INTC,United States,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement
intel,INTC,United States,"Insurance, Health, & Wellness",Employee Assistance Program
intel,INTC,United States,"Insurance, Health, & Wellness",Life Insurance
intel,INTC,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
intel,INTC,United States,"Insurance, Health, & Wellness",Health Insurance
intel,INTC,United States,"Insurance, Health, & Wellness",Disability Insurance
intel,INTC,United States,"Insurance, Health, & Wellness",Sabbatical
intel,INTC,United States,"Insurance, Health, & Wellness",Custom Work Station
intel,INTC,United States,"Insurance, Health, & Wellness",Free Snacks $730
intel,INTC,United States,"Insurance, Health, & Wellness","Free Breakfast $2,600"
intel,INTC,United States,"Insurance, Health, & Wellness","Free Lunch $2,600"
intel,INTC,United States,"Insurance, Health, & Wellness","Free Dinner $2,600"
intel,INTC,United States,Home,Adoption Assistance
intel,INTC,United States,Home,Fertility Assistance
intel,INTC,United States,Home,On-Site Car Wash / Detailing
intel,INTC,United States,Home,Relocation Bonus
intel,INTC,United States,Home,On-Site Laundry
intel,INTC,United States,Home,Business Travel Insurance
intel,INTC,United States,Home,Immigration Assistance
intel,INTC,United States,Home,Company Phones
intel,INTC,United States,Home,Remote Work
intel,INTC,United States,Home,Military Leave
intel,INTC,United States,Financial & Retirement,Mega Backdoor Roth
intel,INTC,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
intel,INTC,United States,Financial & Retirement,Roth 401k
intel,INTC,United States,Financial & Retirement,Flexible Spending Account (FSA)
intel,INTC,United States,Financial & Retirement,"401k $6,000"
intel,INTC,United States,Perks & Discounts,Employee Discount
intel,INTC,United States,Perks & Discounts,Tuition Reimbursement
intel,INTC,United States,Transportation,Company Shuttle
intel,INTC,United States,Transportation,Transport allowance
intel,INTC,United States,Other,Additional Leaves
intel,INTC,United States,Other,Family Care
intel,INTC,United States,Other,Donation Match
intel,INTC,United States,Other,Volunteer Time Off
synopsys,SNPS,United States,Unique To Synopsys,Genetic Testing
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Health Insurance
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Dental Insurance
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Vision Insurance
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Employee Assistance Program
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA) $500
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Disability Insurance
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Life Insurance
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
synopsys,SNPS,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Paternity Leave
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Maternity Leave
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Pet Insurance
synopsys,SNPS,United States,"Insurance, Health, & Wellness",Free Snacks $730
synopsys,SNPS,United States,Home,Business Travel Insurance
synopsys,SNPS,United States,Home,Adoption Assistance
synopsys,SNPS,United States,Financial & Retirement,Roth 401k
synopsys,SNPS,United States,Financial & Retirement,Student Loan Repayment Plan
synopsys,SNPS,United States,Financial & Retirement,Flexible Spending Account (FSA)
synopsys,SNPS,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
synopsys,SNPS,United States,Financial & Retirement,"401k $1,200"
synopsys,SNPS,United States,Perks & Discounts,Employee Discount
synopsys,SNPS,United States,Perks & Discounts,Tuition Reimbursement
synopsys,SNPS,United States,Other,Designed for Wellness
synopsys,SNPS,United States,Other,Near-Site Health Center
synopsys,SNPS,United States,Other,Weight Management Program
synopsys,SNPS,United States,Other,Fitness Resources
cdw,CDW,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
cdw,CDW,United States,"Insurance, Health, & Wellness",Vision Insurance
cdw,CDW,United States,"Insurance, Health, & Wellness",Health Insurance
cdw,CDW,United States,"Insurance, Health, & Wellness",Dental Insurance
cdw,CDW,United States,"Insurance, Health, & Wellness",Disability Insurance
cdw,CDW,United States,"Insurance, Health, & Wellness",Life Insurance
cdw,CDW,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
cdw,CDW,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
cdw,CDW,United States,"Insurance, Health, & Wellness",Sick Time
cdw,CDW,United States,Home,Military Leave
cdw,CDW,United States,Financial & Retirement,Flexible Spending Account (FSA)
cdw,CDW,United States,Financial & Retirement,401k
cdw,CDW,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
cdw,CDW,United States,Perks & Discounts,Learning and Development
cdw,CDW,United States,Perks & Discounts,Tuition Reimbursement
honeywell,HON,United States,"Insurance, Health, & Wellness",Health Insurance
honeywell,HON,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
honeywell,HON,United States,"Insurance, Health, & Wellness",Dental Insurance
honeywell,HON,United States,"Insurance, Health, & Wellness",Vision Insurance
honeywell,HON,United States,"Insurance, Health, & Wellness",Life Insurance
honeywell,HON,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
honeywell,HON,United States,"Insurance, Health, & Wellness",Disability Insurance
honeywell,HON,United States,"Insurance, Health, & Wellness",Employee Assistance Program
honeywell,HON,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
honeywell,HON,United States,"Insurance, Health, & Wellness",Maternity Leave
honeywell,HON,United States,"Insurance, Health, & Wellness",Paternity Leave
honeywell,HON,United States,Home,Adoption Assistance
honeywell,HON,United States,Home,Military Leave
honeywell,HON,United States,Financial & Retirement,Flexible Spending Account (FSA)
honeywell,HON,United States,Financial & Retirement,Roth 401k
honeywell,HON,United States,Financial & Retirement,"401k $8,400"
honeywell,HON,United States,Perks & Discounts,Employee Discount
honeywell,HON,United States,Perks & Discounts,Tuition Reimbursement
honeywell,HON,United States,Transportation,Transport allowance
honeywell,HON,United States,Other,Business Travel and Accident Insurance (BTA) Insurance
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Vision Insurance
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Health Insurance
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Dental Insurance
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Life Insurance
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Disability Insurance
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Maternity Leave
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Paternity Leave
dexcom,DXCM,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Sick Time
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Gym Discount
dexcom,DXCM,United States,"Insurance, Health, & Wellness",Employee Assistance Program
dexcom,DXCM,United States,Home,Military Leave
dexcom,DXCM,United States,Home,Phone Bill Reimbursement
dexcom,DXCM,United States,Financial & Retirement,Flexible Spending Account (FSA)
dexcom,DXCM,United States,Financial & Retirement,401k
dexcom,DXCM,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
dexcom,DXCM,United States,Perks & Discounts,Employee Discount
lululemon,LULU,Canada,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Vision Insurance
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Health Insurance
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Dental Insurance
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Maternity Leave
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Paternity Leave
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Disability Insurance
lululemon,LULU,Canada,"Insurance, Health, & Wellness","Gym / Wellness Reimbursement CA$4,230"
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Life Insurance
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Sabbatical
lululemon,LULU,Canada,"Insurance, Health, & Wellness",Sick Time
lululemon,LULU,Canada,Home,Relocation Bonus
lululemon,LULU,Canada,Home,"Phone Bill Reimbursement CA$1,269"
lululemon,LULU,Canada,Perks & Discounts,Employee Discount
lululemon,LULU,Canada,Transportation,Transport allowance
analog devices,ADI,United States,"Insurance, Health, & Wellness",Health Insurance
analog devices,ADI,United States,"Insurance, Health, & Wellness",Dental Insurance
analog devices,ADI,United States,"Insurance, Health, & Wellness",Vision Insurance
analog devices,ADI,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
analog devices,ADI,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
analog devices,ADI,United States,"Insurance, Health, & Wellness",Life Insurance
analog devices,ADI,United States,"Insurance, Health, & Wellness",Disability Insurance
analog devices,ADI,United States,"Insurance, Health, & Wellness",Sick Time
analog devices,ADI,United States,"Insurance, Health, & Wellness",Employee Assistance Program
analog devices,ADI,United States,"Insurance, Health, & Wellness",On-Site Mother's Room
analog devices,ADI,United States,"Insurance, Health, & Wellness",Paternity Leave
analog devices,ADI,United States,"Insurance, Health, & Wellness",Maternity Leave
analog devices,ADI,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
analog devices,ADI,United States,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement
analog devices,ADI,United States,"Insurance, Health, & Wellness",Gym On-Site $300
analog devices,ADI,United States,Home,Relocation Bonus
analog devices,ADI,United States,Home,Immigration Assistance
analog devices,ADI,United States,Financial & Retirement,401k
analog devices,ADI,United States,Financial & Retirement,Flexible Spending Account (FSA)
analog devices,ADI,United States,Perks & Discounts,Learning and Development
analog devices,ADI,United States,Perks & Discounts,Tuition Reimbursement
analog devices,ADI,United States,Other,Donation Match
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Gym On-Site $300
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
electronic-arts,EA,United States,"Insurance, Health, & Wellness",On-Site Fitness Classes
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Paternity Leave
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Maternity Leave
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Health Insurance
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Dental Insurance
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Vision Insurance
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Employee Assistance Program
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Life Insurance
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Disability Insurance
electronic-arts,EA,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Sick Time
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $500
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Pet Insurance
electronic-arts,EA,United States,"Insurance, Health, & Wellness",Gym Discount
electronic-arts,EA,United States,Home,Fertility Assistance
electronic-arts,EA,United States,Home,Business Travel Insurance
electronic-arts,EA,United States,Home,Military Leave
electronic-arts,EA,United States,Home,Adoption Assistance
electronic-arts,EA,United States,Home,Remote Work
electronic-arts,EA,United States,Financial & Retirement,Flexible Spending Account (FSA)
electronic-arts,EA,United States,Financial & Retirement,Roth 401k
electronic-arts,EA,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
electronic-arts,EA,United States,Financial & Retirement,"401k $3,600"
electronic-arts,EA,United States,Perks & Discounts,Employee Discount
electronic-arts,EA,United States,Perks & Discounts,Learning and Development
electronic-arts,EA,United States,Perks & Discounts,Tuition Reimbursement
electronic-arts,EA,United States,Transportation,Company Shuttle
electronic-arts,EA,United States,Other,Game console reimbursement
axon,AXON,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
axon,AXON,United States,"Insurance, Health, & Wellness",Dental Insurance
axon,AXON,United States,"Insurance, Health, & Wellness",Gym Discount
axon,AXON,United States,"Insurance, Health, & Wellness",Health Insurance
axon,AXON,United States,"Insurance, Health, & Wellness",Life Insurance
axon,AXON,United States,"Insurance, Health, & Wellness",Paternity Leave
axon,AXON,United States,"Insurance, Health, & Wellness",Vision Insurance
axon,AXON,United States,"Insurance, Health, & Wellness",Free Drinks $365
axon,AXON,United States,"Insurance, Health, & Wellness",Free Snacks $730
axon,AXON,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA) $720
axon,AXON,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
axon,AXON,United States,"Insurance, Health, & Wellness",Employee Assistance Program
axon,AXON,United States,"Insurance, Health, & Wellness",Gym On-Site $300
axon,AXON,United States,"Insurance, Health, & Wellness",Disability Insurance
axon,AXON,United States,"Insurance, Health, & Wellness",Sick Time
axon,AXON,United States,"Insurance, Health, & Wellness",Maternity Leave
axon,AXON,United States,Home,Relocation Bonus
axon,AXON,United States,Financial & Retirement,"401k $3,600"
axon,AXON,United States,Financial & Retirement,Flexible Spending Account (FSA)
axon,AXON,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
axon,AXON,United States,Perks & Discounts,Tuition Reimbursement
axon,AXON,United States,Perks & Discounts,Learning and Development
axon,AXON,United States,Perks & Discounts,Employee Discount
axon,AXON,United States,Transportation,Regional transit system
axon,AXON,United States,Transportation,Transport allowance
axon,AXON,United States,Other,Volunteer Time Off
axon,AXON,United States,Other,Company Sponsored Family Events
axon,AXON,United States,Other,Company Outings
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Dental Insurance
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Employee Assistance Program
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Paternity Leave
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Maternity Leave
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Disability Insurance
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Free Drinks $365
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness","Free Lunch $2,600"
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Health Insurance
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Life Insurance
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Vision Insurance
crowdstrike,CRWD,United States,"Insurance, Health, & Wellness",Sick Time
crowdstrike,CRWD,United States,Home,Immigration Assistance
crowdstrike,CRWD,United States,Home,Adoption Assistance
crowdstrike,CRWD,United States,Home,Relocation Bonus
crowdstrike,CRWD,United States,Home,Fertility Assistance
crowdstrike,CRWD,United States,Home,Phone Bill Reimbursement
crowdstrike,CRWD,United States,Home,Remote Work
crowdstrike,CRWD,United States,Financial & Retirement,401k
crowdstrike,CRWD,United States,Financial & Retirement,Flexible Spending Account (FSA)
crowdstrike,CRWD,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
crowdstrike,CRWD,United States,Perks & Discounts,Employee Credit
crowdstrike,CRWD,United States,Perks & Discounts,Employee Discount
crowdstrike,CRWD,United States,Perks & Discounts,Tuition Reimbursement
crowdstrike,CRWD,United States,Perks & Discounts,Learning and Development
crowdstrike,CRWD,United States,Transportation,Transport allowance
crowdstrike,CRWD,United States,Other,Donation Match
crowdstrike,CRWD,United States,Other,Volunteer Time Off
pepsico,PEP,United States,"Insurance, Health, & Wellness",Health Insurance
pepsico,PEP,United States,"Insurance, Health, & Wellness",Vision Insurance
pepsico,PEP,United States,"Insurance, Health, & Wellness",Dental Insurance
pepsico,PEP,United States,"Insurance, Health, & Wellness",Life Insurance
pepsico,PEP,United States,"Insurance, Health, & Wellness",Employee Assistance Program
pepsico,PEP,United States,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days)
pepsico,PEP,United States,"Insurance, Health, & Wellness",Paternity Leave
pepsico,PEP,United States,"Insurance, Health, & Wellness",Maternity Leave
pepsico,PEP,United States,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance
pepsico,PEP,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
pepsico,PEP,United States,"Insurance, Health, & Wellness",Disability Insurance
pepsico,PEP,United States,Home,Adoption Assistance
pepsico,PEP,United States,Home,Military Leave
pepsico,PEP,United States,Financial & Retirement,401k
pepsico,PEP,United States,Financial & Retirement,Flexible Spending Account (FSA)
pepsico,PEP,United States,Financial & Retirement,Employee Stock Purchase Program (ESPP)
pepsico,PEP,United States,Perks & Discounts,Tuition Reimbursement
pepsico,PEP,United States,Perks & Discounts,Learning and Development
pepsico,PEP,United States,Transportation,Regional transit system
pepsico,PEP,United States,Other,Donation Match
airbnb,ABNB,United States,Unique To Airbnb,Travel Stipend
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Free Breakfast
airbnb,ABNB,United States,"Insurance, Health, & Wellness","Free Dinner $2,080"
airbnb,ABNB,United States,"Insurance, Health, & Wellness","Free Lunch $2,600"
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Health Savings Account (HSA)
airbnb,ABNB,United States,"Insurance, Health, & Wellness",On-Site Fitness Classes
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Dental Insurance
airbnb,ABNB,United States,"Insurance, Health, & Wellness","Free Breakfast $2,600"
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Free Drinks $365
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Free Snacks $730
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Health Insurance
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Life Insurance
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Gender Neutral Bathrooms
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Vision Insurance
airbnb,ABNB,United States,"Insurance, Health, & Wellness",Disability Insurance
